PERMNO,date,TICKER,RET,RETX
11850,28-09-2018,XOM,0.060496,0.060496
11850,31-10-2018,XOM,-0.062809,-0.062809
11850,30-11-2018,XOM,0.008032,-0.002259
11850,31-12-2018,XOM,-0.142264,-0.142264
11850,31-01-2019,XOM,0.074644,0.074644
11850,28-02-2019,XOM,0.089656,0.078466
11850,29-03-2019,XOM,0.022397,0.022397
11850,30-04-2019,XOM,-0.006436,-0.006436
11850,31-05-2019,XOM,-0.107623,-0.11846
11850,28-06-2019,XOM,0.082803,0.082803
11850,31-07-2019,XOM,-0.029623,-0.029623
11850,30-08-2019,XOM,-0.067375,-0.079075
11850,30-09-2019,XOM,0.031104,0.031104
11850,31-10-2019,XOM,-0.043053,-0.043053
11850,29-11-2019,XOM,0.021163,0.008288
11850,31-12-2019,XOM,0.024218,0.024218
11850,31-01-2020,XOM,-0.109774,-0.109774
11850,28-02-2020,XOM,-0.15792,-0.171925
11850,31-03-2020,XOM,-0.261858,-0.261858
11850,30-04-2020,XOM,0.223861,0.223861
11850,29-05-2020,XOM,-0.002798,-0.021519
11850,30-06-2020,XOM,-0.016494,-0.016494
11850,31-07-2020,XOM,-0.059034,-0.059034
11850,31-08-2020,XOM,-0.030181,-0.050856
11850,30-09-2020,XOM,-0.140461,-0.140461
11850,30-10-2020,XOM,-0.049811,-0.049811
11850,30-11-2020,XOM,0.195586,0.168915
11850,31-12-2020,XOM,0.081039,0.081039
11850,29-01-2021,XOM,0.087821,0.087821
11850,26-02-2021,XOM,0.231936,0.212533
11850,31-03-2021,XOM,0.026853,0.026853
11850,30-04-2021,XOM,0.025255,0.025255
11850,28-05-2021,XOM,0.034941,0.019741
11850,30-06-2021,XOM,0.080692,0.080692
11850,30-07-2021,XOM,-0.087349,-0.087349
11850,31-08-2021,XOM,-0.037867,-0.052979
11850,30-09-2021,XOM,0.07887,0.07887
11850,29-10-2021,XOM,0.096056,0.096056
11850,30-11-2021,XOM,-0.058167,-0.071816
11850,31-12-2021,XOM,0.02256,0.02256
11850,31-01-2022,XOM,0.241379,0.241379
11850,28-02-2022,XOM,0.04397,0.032385
11850,31-03-2022,XOM,0.053175,0.053175
11850,29-04-2022,XOM,0.032207,0.032207
11850,31-05-2022,XOM,0.136422,0.1261
11850,30-06-2022,XOM,-0.107917,-0.107917
11850,29-07-2022,XOM,0.131831,0.131831
11850,31-08-2022,XOM,-0.004746,-0.013824
11850,30-09-2022,XOM,-0.08662,-0.08662
11850,31-10-2022,XOM,0.269156,0.269156
11850,30-11-2022,XOM,0.012995,0.004783
11850,30-12-2022,XOM,-0.009341,-0.009341
11850,31-01-2023,XOM,0.051768,0.051768
11850,28-02-2023,XOM,-0.044738,-0.052582
11850,31-03-2023,XOM,-0.002275,-0.002275
11850,28-04-2023,XOM,0.079154,0.079154
11850,31-05-2023,XOM,-0.128866,-0.136556
11850,30-06-2023,XOM,0.049618,0.049618
11850,31-07-2023,XOM,-0.000093,-0.000093
11850,31-08-2023,XOM,0.045319,0.036833
11850,29-09-2023,XOM,0.057469,0.057469
11850,31-10-2023,XOM,-0.099762,-0.099762
11850,30-11-2023,XOM,-0.020406,-0.029381
11850,29-12-2023,XOM,-0.026864,-0.026864
12060,31-01-2014,GE,-0.103461,-0.103461
12060,28-02-2014,GE,0.022284,0.01353
12060,31-03-2014,GE,0.01649,0.01649
12060,30-04-2014,GE,0.038625,0.038625
12060,30-05-2014,GE,-0.003719,-0.003719
12060,30-06-2014,GE,-0.010825,-0.019037
12060,31-07-2014,GE,-0.042999,-0.042999
12060,29-08-2014,GE,0.033002,0.033002
12060,30-09-2014,GE,-0.005389,-0.013857
12060,31-10-2014,GE,0.007416,0.007416
12060,28-11-2014,GE,0.026346,0.026346
12060,31-12-2014,GE,-0.037373,-0.046055
12060,30-01-2015,GE,-0.05461,-0.05461
12060,27-02-2015,GE,0.09753,0.087903
12060,31-03-2015,GE,-0.045402,-0.045402
12060,30-04-2015,GE,0.091495,0.091495
12060,29-05-2015,GE,0.007016,0.007016
12060,30-06-2015,GE,-0.017235,-0.025669
12060,31-07-2015,GE,-0.017689,-0.017689
12060,31-08-2015,GE,-0.049042,-0.049042
12060,30-09-2015,GE,0.025383,0.016116
12060,30-10-2015,GE,0.146709,0.146709
12060,30-11-2015,GE,0.03527,0.03527
12060,31-12-2015,GE,0.048096,0.040414
12060,29-01-2016,GE,-0.065811,-0.065811
12060,29-02-2016,GE,0.009278,0.001375
12060,31-03-2016,GE,0.09094,0.09094
12060,29-04-2016,GE,-0.032715,-0.032715
12060,31-05-2016,GE,-0.016911,-0.016911
12060,30-06-2016,GE,0.048958,0.04135
12060,29-07-2016,GE,-0.010801,-0.010801
12060,31-08-2016,GE,0.003211,0.003211
12060,30-09-2016,GE,-0.044494,-0.051857
12060,31-10-2016,GE,-0.017556,-0.017556
12060,30-11-2016,GE,0.057045,0.057045
12060,30-12-2016,GE,0.035111,0.027308
12060,31-01-2017,GE,-0.060127,-0.060127
12060,28-02-2017,GE,0.011784,0.003704
12060,31-03-2017,GE,-0.000335,-0.000335
12060,28-04-2017,GE,-0.027181,-0.027181
12060,31-05-2017,GE,-0.055536,-0.055536
12060,30-06-2017,GE,-0.004748,-0.013513
12060,31-07-2017,GE,-0.051833,-0.051833
12060,31-08-2017,GE,-0.04139,-0.04139
12060,29-09-2017,GE,-0.005295,-0.015071
12060,31-10-2017,GE,-0.166253,-0.166253
12060,30-11-2017,GE,-0.092758,-0.092758
12060,29-12-2017,GE,-0.039366,-0.045927
12060,31-01-2018,GE,-0.073352,-0.073352
12060,28-02-2018,GE,-0.119975,-0.127396
12060,29-03-2018,GE,-0.044649,-0.044649
12060,30-04-2018,GE,0.043769,0.043769
12060,31-05-2018,GE,0.000711,0.000711
12060,29-06-2018,GE,-0.024858,-0.033381
12060,31-07-2018,GE,0.00147,0.00147
12060,31-08-2018,GE,-0.050624,-0.050624
12060,28-09-2018,GE,-0.118238,-0.127512
12060,31-10-2018,GE,-0.105403,-0.105403
12060,30-11-2018,GE,-0.257426,-0.257426
12060,31-12-2018,GE,0.010667,0.009333
12060,31-01-2019,GE,0.34214,0.34214
12060,28-02-2019,GE,0.061736,0.061736
12060,29-03-2019,GE,-0.037536,-0.038499
12060,30-04-2019,GE,0.018018,0.018018
12060,31-05-2019,GE,-0.07178,-0.07178
12060,28-06-2019,GE,0.113348,0.112288
12060,31-07-2019,GE,-0.004762,-0.004762
12060,30-08-2019,GE,-0.210526,-0.210526
12060,30-09-2019,GE,0.084848,0.083636
12060,31-10-2019,GE,0.116331,0.116331
12060,29-11-2019,GE,0.129259,0.129259
12060,31-12-2019,GE,-0.008873,-0.00976
12060,31-01-2020,GE,0.115591,0.115591
12060,28-02-2020,GE,-0.126104,-0.126104
12060,31-03-2020,GE,-0.269301,-0.270221
12060,30-04-2020,GE,-0.143577,-0.143577
12060,29-05-2020,GE,-0.033824,-0.033824
12060,30-06-2020,GE,0.041096,0.039574
12060,31-07-2020,GE,-0.111274,-0.111274
12060,31-08-2020,GE,0.044481,0.044481
12060,30-09-2020,GE,-0.015773,-0.01735
12060,30-10-2020,GE,0.191011,0.191011
12060,30-11-2020,GE,0.371968,0.371968
12060,31-12-2020,GE,0.061886,0.060904
12060,29-01-2021,GE,-0.011111,-0.011111
12060,26-02-2021,GE,0.174157,0.174157
12060,31-03-2021,GE,0.047847,0.047049
12060,30-04-2021,GE,-0.000762,-0.000762
12060,28-05-2021,GE,0.071646,0.071646
12060,30-06-2021,GE,-0.041963,-0.042674
12060,30-07-2021,GE,-0.03789,-0.03789
12060,31-08-2021,GE,0.017471,0.017471
12060,30-09-2021,GE,-0.02182,-0.022579
12060,29-10-2021,GE,0.017859,0.017859
12060,30-11-2021,GE,-0.094212,-0.094212
12060,31-12-2021,GE,-0.004632,-0.005474
12060,31-01-2022,GE,0.000106,0.000106
12060,28-02-2022,GE,0.010902,0.010902
12060,31-03-2022,GE,-0.041148,-0.041985
12060,29-04-2022,GE,-0.185246,-0.185246
12060,31-05-2022,GE,0.050168,0.050168
12060,30-06-2022,GE,-0.18572,-0.186742
12060,29-07-2022,GE,0.160829,0.160829
12060,31-08-2022,GE,-0.006359,-0.006359
12060,30-09-2022,GE,-0.15591,-0.156999
12060,31-10-2022,GE,0.256824,0.256824
12060,30-11-2022,GE,0.104871,0.104871
12060,30-12-2022,GE,-0.024427,-0.025358
12060,31-01-2023,GE,0.236377,0.236377
12060,28-02-2023,GE,0.05256,0.05256
12060,31-03-2023,GE,0.129501,0.128556
12060,28-04-2023,GE,0.035251,0.035251
12060,31-05-2023,GE,0.025866,0.025866
12060,30-06-2023,GE,0.081946,0.081946
12060,31-07-2023,GE,0.040692,0.039964
12060,31-08-2023,GE,0.001926,0.001926
12060,29-09-2023,GE,-0.033461,-0.03416
12060,31-10-2023,GE,-0.017368,-0.017368
12060,30-11-2023,GE,0.121237,0.121237
12060,29-12-2023,GE,0.048522,0.047865
14541,31-01-2014,CVX,-0.106317,-0.106317
14541,28-02-2014,CVX,0.042103,0.033145
14541,31-03-2014,CVX,0.031041,0.031041
14541,30-04-2014,CVX,0.055588,0.055588
14541,30-05-2014,CVX,-0.013225,-0.021749
14541,30-06-2014,CVX,0.063197,0.063197
14541,31-07-2014,CVX,-0.010034,-0.010034
14541,29-08-2014,CVX,0.009904,0.001625
14541,30-09-2014,CVX,-0.078254,-0.078254
14541,31-10-2014,CVX,0.00528,0.00528
14541,28-11-2014,CVX,-0.083451,-0.092372
14541,31-12-2014,CVX,0.030403,0.030403
14541,30-01-2015,CVX,-0.086022,-0.086022
14541,27-02-2015,CVX,0.050912,0.040476
14541,31-03-2015,CVX,-0.015935,-0.015935
14541,30-04-2015,CVX,0.057916,0.057916
14541,29-05-2015,CVX,-0.062939,-0.072573
14541,30-06-2015,CVX,-0.063398,-0.063398
14541,31-07-2015,CVX,-0.082824,-0.082824
14541,31-08-2015,CVX,-0.072559,-0.084652
14541,30-09-2015,CVX,-0.026053,-0.026053
14541,30-10-2015,CVX,0.15213,0.15213
14541,30-11-2015,CVX,0.016615,0.004842
14541,31-12-2015,CVX,-0.014893,-0.014893
14541,29-01-2016,CVX,-0.038795,-0.038795
14541,29-02-2016,CVX,-0.022667,-0.035041
14541,31-03-2016,CVX,0.143337,0.143337
14541,29-04-2016,CVX,0.071069,0.071069
14541,31-05-2016,CVX,-0.001077,-0.011548
14541,30-06-2016,CVX,0.037921,0.037921
14541,29-07-2016,CVX,-0.022417,-0.022417
14541,31-08-2016,CVX,-0.008099,-0.01854
14541,30-09-2016,CVX,0.023265,0.023265
14541,31-10-2016,CVX,0.017781,0.017781
14541,30-11-2016,CVX,0.075322,0.065012
14541,30-12-2016,CVX,0.055038,0.055038
14541,31-01-2017,CVX,-0.053951,-0.053951
14541,28-02-2017,CVX,0.020027,0.010328
14541,31-03-2017,CVX,-0.0456,-0.0456
14541,28-04-2017,CVX,-0.00624,-0.00624
14541,31-05-2017,CVX,-0.020056,-0.030178
14541,30-06-2017,CVX,0.008214,0.008214
14541,31-07-2017,CVX,0.046583,0.046583
14541,31-08-2017,CVX,-0.004488,-0.014379
14541,29-09-2017,CVX,0.091804,0.091804
14541,31-10-2017,CVX,-0.013702,-0.013702
14541,30-11-2017,CVX,0.036069,0.026749
14541,29-12-2017,CVX,0.052105,0.052105
14541,31-01-2018,CVX,0.001278,0.001278
14541,28-02-2018,CVX,-0.098205,-0.10714
14541,29-03-2018,CVX,0.018942,0.018942
14541,30-04-2018,CVX,0.097071,0.097071
14541,31-05-2018,CVX,0.002478,-0.006474
14541,29-06-2018,CVX,0.017136,0.017136
14541,31-07-2018,CVX,-0.001266,-0.001266
14541,31-08-2018,CVX,-0.052982,-0.061852
14541,28-09-2018,CVX,0.032247,0.032247
14541,31-10-2018,CVX,-0.086932,-0.086932
14541,30-11-2018,CVX,0.075325,0.065293
14541,31-12-2018,CVX,-0.085337,-0.085337
14541,31-01-2019,CVX,0.053865,0.053865
14541,28-02-2019,CVX,0.05338,0.043
14541,29-03-2019,CVX,0.030105,0.030105
14541,30-04-2019,CVX,-0.025329,-0.025329
14541,31-05-2019,CVX,-0.041812,-0.051724
14541,28-06-2019,CVX,0.093017,0.093017
14541,31-07-2019,CVX,-0.010688,-0.010688
14541,30-08-2019,CVX,-0.034116,-0.043782
14541,30-09-2019,CVX,0.007475,0.007475
14541,31-10-2019,CVX,-0.020742,-0.020742
14541,29-11-2019,CVX,0.01877,0.008524
14541,31-12-2019,CVX,0.028857,0.028857
14541,31-01-2020,CVX,-0.110945,-0.110945
14541,28-02-2020,CVX,-0.116763,-0.128803
14541,31-03-2020,CVX,-0.223698,-0.223698
14541,30-04-2020,CVX,0.269666,0.269666
14541,29-05-2020,CVX,0.010761,-0.003261
14541,30-06-2020,CVX,-0.026936,-0.026936
14541,31-07-2020,CVX,-0.059285,-0.059285
14541,31-08-2020,CVX,0.015249,-0.000119
14541,30-09-2020,CVX,-0.142142,-0.142142
14541,30-10-2020,CVX,-0.034722,-0.034722
14541,30-11-2020,CVX,0.27295,0.254388
14541,31-12-2020,CVX,-0.031315,-0.031315
14541,29-01-2021,CVX,0.008881,0.008881
14541,26-02-2021,CVX,0.18885,0.173709
14541,31-03-2021,CVX,0.0479,0.0479
14541,30-04-2021,CVX,-0.016414,-0.016414
14541,28-05-2021,CVX,0.019986,0.006986
14541,30-06-2021,CVX,0.009153,0.009153
14541,30-07-2021,CVX,-0.027974,-0.027974
14541,31-08-2021,CVX,-0.036342,-0.049504
14541,30-09-2021,CVX,0.048362,0.048362
14541,29-10-2021,CVX,0.128536,0.128536
14541,30-11-2021,CVX,-0.002446,-0.01415
14541,31-12-2021,CVX,0.039692,0.039692
14541,31-01-2022,CVX,0.119131,0.119131
14541,28-02-2022,CVX,0.107287,0.096475
14541,31-03-2022,CVX,0.130764,0.130764
14541,29-04-2022,CVX,-0.037831,-0.037831
14541,31-05-2022,CVX,0.123891,0.114827
14541,30-06-2022,CVX,-0.171075,-0.171075
14541,29-07-2022,CVX,0.131234,0.131234
14541,31-08-2022,CVX,-0.026255,-0.034925
14541,30-09-2022,CVX,-0.091041,-0.091041
14541,31-10-2022,CVX,0.259135,0.259135
14541,30-11-2022,CVX,0.021172,0.013322
14541,30-12-2022,CVX,-0.020839,-0.020839
14541,31-01-2023,CVX,-0.030475,-0.030475
14541,28-02-2023,CVX,-0.067464,-0.076141
14541,31-03-2023,CVX,0.014866,0.014866
14541,28-04-2023,CVX,0.033219,0.033219
14541,31-05-2023,CVX,-0.09758,-0.106537
14541,30-06-2023,CVX,0.044682,0.044682
14541,31-07-2023,CVX,0.040102,0.040102
14541,31-08-2023,CVX,-0.006416,-0.015642
14541,29-09-2023,CVX,0.046679,0.046679
14541,31-10-2023,CVX,-0.135749,-0.135749
14541,30-11-2023,CVX,-0.004254,-0.014616
14541,29-12-2023,CVX,0.038719,0.038719
14593,31-01-2014,AAPL,-0.107697,-0.107697
14593,28-02-2014,AAPL,0.057311,0.051219
14593,31-03-2014,AAPL,0.019953,0.019953
14593,30-04-2014,AAPL,0.099396,0.099396
14593,30-05-2014,AAPL,0.078293,0.072718
14593,30-06-2014,AAPL,0.027662,0.027662
14593,31-07-2014,AAPL,0.028731,0.028731
14593,29-08-2014,AAPL,0.077092,0.072176
14593,30-09-2014,AAPL,-0.017073,-0.017073
14593,31-10-2014,AAPL,0.07196,0.07196
14593,28-11-2014,AAPL,0.105556,0.101204
14593,31-12-2014,AAPL,-0.071891,-0.071891
14593,30-01-2015,AAPL,0.061424,0.061424
14593,27-02-2015,AAPL,0.100461,0.096449
14593,31-03-2015,AAPL,-0.031372,-0.031372
14593,30-04-2015,AAPL,0.005786,0.005786
14593,29-05-2015,AAPL,0.045146,0.040991
14593,30-06-2015,AAPL,-0.037266,-0.037266
14593,31-07-2015,AAPL,-0.032888,-0.032888
14593,31-08-2015,AAPL,-0.066117,-0.070404
14593,30-09-2015,AAPL,-0.021816,-0.021816
14593,30-10-2015,AAPL,0.083409,0.083409
14593,30-11-2015,AAPL,-0.00569,-0.010042
14593,31-12-2015,AAPL,-0.110228,-0.110228
14593,29-01-2016,AAPL,-0.075242,-0.075242
14593,29-02-2016,AAPL,-0.001335,-0.006678
14593,31-03-2016,AAPL,0.127211,0.127211
14593,29-04-2016,AAPL,-0.139921,-0.139921
14593,31-05-2016,AAPL,0.071368,0.065287
14593,30-06-2016,AAPL,-0.04266,-0.04266
14593,29-07-2016,AAPL,0.090063,0.090063
14593,31-08-2016,AAPL,0.023606,0.018136
14593,30-09-2016,AAPL,0.065504,0.065504
14593,31-10-2016,AAPL,0.004334,0.004334
14593,30-11-2016,AAPL,-0.021578,-0.026599
14593,30-12-2016,AAPL,0.047955,0.047955
14593,31-01-2017,AAPL,0.047746,0.047746
14593,28-02-2017,AAPL,0.133581,0.128883
14593,31-03-2017,AAPL,0.04869,0.04869
14593,28-04-2017,AAPL,-0.00007,-0.00007
14593,31-05-2017,AAPL,0.067804,0.063418
14593,30-06-2017,AAPL,-0.057214,-0.057214
14593,31-07-2017,AAPL,0.032704,0.032704
14593,31-08-2017,AAPL,0.106905,0.102669
14593,29-09-2017,AAPL,-0.060244,-0.060244
14593,31-10-2017,AAPL,0.096808,0.096808
14593,30-11-2017,AAPL,0.02035,0.016623
14593,29-12-2017,AAPL,-0.015246,-0.015246
14593,31-01-2018,AAPL,-0.010636,-0.010636
14593,28-02-2018,AAPL,0.06761,0.063848
14593,29-03-2018,AAPL,-0.058051,-0.058051
14593,30-04-2018,AAPL,-0.01502,-0.01502
14593,31-05-2018,AAPL,0.135181,0.130764
14593,29-06-2018,AAPL,-0.009418,-0.009418
14593,31-07-2018,AAPL,0.027983,0.027983
14593,31-08-2018,AAPL,0.200063,0.196227
14593,28-09-2018,AAPL,-0.008303,-0.008303
14593,31-10-2018,AAPL,-0.030478,-0.030478
14593,30-11-2018,AAPL,-0.180709,-0.184045
14593,31-12-2018,AAPL,-0.116698,-0.116698
14593,31-01-2019,AAPL,0.055154,0.055154
14593,28-02-2019,AAPL,0.044701,0.040315
14593,29-03-2019,AAPL,0.097026,0.097026
14593,30-04-2019,AAPL,0.056436,0.056436
14593,31-05-2019,AAPL,-0.123735,-0.127573
14593,28-06-2019,AAPL,0.130519,0.130519
14593,31-07-2019,AAPL,0.076394,0.076394
14593,30-08-2019,AAPL,-0.01657,-0.020184
14593,30-09-2019,AAPL,0.072962,0.072962
14593,31-10-2019,AAPL,0.110684,0.110684
14593,29-11-2019,AAPL,0.077424,0.074329
14593,31-12-2019,AAPL,0.098784,0.098784
14593,31-01-2020,AAPL,0.05401,0.05401
14593,28-02-2020,AAPL,-0.11431,-0.116798
14593,31-03-2020,AAPL,-0.069761,-0.069761
14593,30-04-2020,AAPL,0.155374,0.155374
14593,29-05-2020,AAPL,0.084956,0.082165
14593,30-06-2020,AAPL,0.147386,0.147386
14593,31-07-2020,AAPL,0.165132,0.165132
14593,31-08-2020,AAPL,0.216309,0.21438
14593,30-09-2020,AAPL,-0.102526,-0.102526
14593,30-10-2020,AAPL,-0.060012,-0.060012
14593,30-11-2020,AAPL,0.09549,0.093606
14593,31-12-2020,AAPL,0.114574,0.114574
14593,29-01-2021,AAPL,-0.005502,-0.005502
14593,26-02-2021,AAPL,-0.079532,-0.081085
14593,31-03-2021,AAPL,0.00734,0.00734
14593,30-04-2021,AAPL,0.076218,0.076218
14593,28-05-2021,AAPL,-0.050434,-0.052107
14593,30-06-2021,AAPL,0.099109,0.099109
14593,30-07-2021,AAPL,0.064982,0.064982
14593,31-08-2021,AAPL,0.042438,0.04093
14593,30-09-2021,AAPL,-0.068037,-0.068037
14593,29-10-2021,AAPL,0.058657,0.058657
14593,30-11-2021,AAPL,0.10494,0.103471
14593,31-12-2021,AAPL,0.074229,0.074229
14593,31-01-2022,AAPL,-0.015712,-0.015712
14593,28-02-2022,AAPL,-0.054011,-0.05527
14593,31-03-2022,AAPL,0.057473,0.057473
14593,29-04-2022,AAPL,-0.097131,-0.097131
14593,31-05-2022,AAPL,-0.054424,-0.055883
14593,30-06-2022,AAPL,-0.08143,-0.08143
14593,29-07-2022,AAPL,0.188634,0.188634
14593,31-08-2022,AAPL,-0.031137,-0.032552
14593,30-09-2022,AAPL,-0.120977,-0.120977
14593,31-10-2022,AAPL,0.109551,0.109551
14593,30-11-2022,AAPL,-0.033129,-0.034629
14593,30-12-2022,AAPL,-0.122273,-0.122273
14593,31-01-2023,AAPL,0.110521,0.110521
14593,28-02-2023,AAPL,0.023217,0.021623
14593,31-03-2023,AAPL,0.118649,0.118649
14593,28-04-2023,AAPL,0.028987,0.028987
14593,31-05-2023,AAPL,0.046028,0.044613
14593,30-06-2023,AAPL,0.09433,0.09433
14593,31-07-2023,AAPL,0.012785,0.012785
14593,31-08-2023,AAPL,-0.042454,-0.043675
14593,29-09-2023,AAPL,-0.088678,-0.088678
14593,31-10-2023,AAPL,-0.00257,-0.00257
14593,30-11-2023,AAPL,0.11372,0.112315
14593,29-12-2023,AAPL,0.013583,0.013583
18163,31-01-2014,PG,-0.051449,-0.058838
18163,28-02-2014,PG,0.026625,0.026625
18163,31-03-2014,PG,0.024663,0.024663
18163,30-04-2014,PG,0.032179,0.024194
18163,30-05-2014,PG,-0.02132,-0.02132
18163,30-06-2014,PG,-0.027231,-0.027231
18163,31-07-2014,PG,-0.00797,-0.01616
18163,29-08-2014,PG,0.074884,0.074884
18163,30-09-2014,PG,0.00758,0.00758
18163,31-10-2014,PG,0.04984,0.042154
18163,28-11-2014,PG,0.03621,0.03621
18163,31-12-2014,PG,0.007298,0.007298
18163,30-01-2015,PG,-0.067586,-0.074651
18163,27-02-2015,PG,0.009966,0.009966
18163,31-03-2015,PG,-0.037472,-0.037472
18163,30-04-2015,PG,-0.021566,-0.029656
18163,29-05-2015,PG,-0.014086,-0.014086
18163,30-06-2015,PG,-0.001914,-0.001914
18163,31-07-2015,PG,-0.01121,-0.019683
18163,31-08-2015,PG,-0.078618,-0.078618
18163,30-09-2015,PG,0.017971,0.017971
18163,30-10-2015,PG,0.070933,0.061718
18163,30-11-2015,PG,-0.020162,-0.020162
18163,31-12-2015,PG,0.061064,0.061064
18163,29-01-2016,PG,0.03706,0.028712
18163,29-02-2016,PG,-0.017138,-0.017138
18163,31-03-2016,PG,0.025159,0.025159
18163,29-04-2016,PG,-0.018473,-0.026607
18163,31-05-2016,PG,0.011483,0.011483
18163,30-06-2016,PG,0.044793,0.044793
18163,29-07-2016,PG,0.018773,0.010866
18163,31-08-2016,PG,0.020096,0.020096
18163,30-09-2016,PG,0.027946,0.027946
18163,31-10-2016,PG,-0.025409,-0.032869
18163,30-11-2016,PG,-0.05,-0.05
18163,30-12-2016,PG,0.019646,0.019646
18163,31-01-2017,PG,0.049828,0.041865
18163,28-02-2017,PG,0.039612,0.039612
18163,31-03-2017,PG,-0.013396,-0.013396
18163,28-04-2017,PG,-0.020372,-0.028047
18163,31-05-2017,PG,0.008703,0.008703
18163,30-06-2017,PG,-0.010671,-0.010671
18163,31-07-2017,PG,0.050024,0.042111
18163,31-08-2017,PG,0.015966,0.015966
18163,29-09-2017,PG,-0.013981,-0.013981
18163,31-10-2017,PG,-0.043421,-0.051
18163,30-11-2017,PG,0.042275,0.042275
18163,29-12-2017,PG,0.021002,0.021002
18163,31-01-2018,PG,-0.052791,-0.060296
18163,28-02-2018,PG,-0.090572,-0.090572
18163,29-03-2018,PG,0.009679,0.009679
18163,30-04-2018,PG,-0.078491,-0.087538
18163,31-05-2018,PG,0.011474,0.011474
18163,29-06-2018,PG,0.066831,0.066831
18163,31-07-2018,PG,0.045314,0.036126
18163,31-08-2018,PG,0.025593,0.025593
18163,28-09-2018,PG,0.003376,0.003376
18163,31-10-2018,PG,0.074098,0.065481
18163,30-11-2018,PG,0.065742,0.065742
18163,31-12-2018,PG,-0.027405,-0.027405
18163,31-01-2019,PG,0.057302,0.0495
18163,28-02-2019,PG,0.021561,0.021561
18163,29-03-2019,PG,0.055809,0.055809
18163,30-04-2019,PG,0.030523,0.023354
18163,31-05-2019,PG,-0.033527,-0.033527
18163,28-06-2019,PG,0.065494,0.065494
18163,31-07-2019,PG,0.083319,0.076516
18163,30-08-2019,PG,0.018553,0.018553
18163,30-09-2019,PG,0.034517,0.034517
18163,31-10-2019,PG,0.007042,0.001045
18163,29-11-2019,PG,-0.019677,-0.019677
18163,31-12-2019,PG,0.023267,0.023267
18163,31-01-2020,PG,0.00373,-0.002242
18163,28-02-2020,PG,-0.091398,-0.091398
18163,31-03-2020,PG,-0.028526,-0.028526
18163,30-04-2020,PG,0.078734,0.071545
18163,29-05-2020,PG,-0.016544,-0.016544
18163,30-06-2020,PG,0.031487,0.031487
18163,31-07-2020,PG,0.103209,0.096596
18163,31-08-2020,PG,0.054988,0.054988
18163,30-09-2020,PG,0.004771,0.004771
18163,30-10-2020,PG,-0.007909,-0.013598
18163,30-11-2020,PG,0.01291,0.01291
18163,31-12-2020,PG,0.001944,0.001944
18163,29-01-2021,PG,-0.072871,-0.078554
18163,26-02-2021,PG,-0.036503,-0.036503
18163,31-03-2021,PG,0.096333,0.096333
18163,30-04-2021,PG,-0.008419,-0.014842
18163,28-05-2021,PG,0.010718,0.010718
18163,30-06-2021,PG,0.000593,0.000593
18163,30-07-2021,PG,0.060548,0.054102
18163,31-08-2021,PG,0.001125,0.001125
18163,30-09-2021,PG,-0.018189,-0.018189
18163,29-10-2021,PG,0.02904,0.022818
18163,30-11-2021,PG,0.01112,0.01112
18163,31-12-2021,PG,0.131415,0.131415
18163,31-01-2022,PG,-0.013817,-0.019134
18163,28-02-2022,PG,-0.02842,-0.02842
18163,31-03-2022,PG,-0.019822,-0.019822
18163,29-04-2022,PG,0.056697,0.05072
18163,31-05-2022,PG,-0.078916,-0.078916
18163,30-06-2022,PG,-0.027658,-0.027658
18163,29-07-2022,PG,-0.027587,-0.033938
18163,31-08-2022,PG,-0.006983,-0.006983
18163,30-09-2022,PG,-0.084747,-0.084747
18163,31-10-2022,PG,0.073927,0.066693
18163,30-11-2022,PG,0.107596,0.107596
18163,30-12-2022,PG,0.01609,0.01609
18163,31-01-2023,PG,-0.054544,-0.06057
18163,28-02-2023,PG,-0.033853,-0.033853
18163,31-03-2023,PG,0.08091,0.08091
18163,28-04-2023,PG,0.058045,0.051718
18163,31-05-2023,PG,-0.088758,-0.088758
18163,30-06-2023,PG,0.064842,0.064842
18163,31-07-2023,PG,0.036251,0.030051
18163,31-08-2023,PG,-0.01254,-0.01254
18163,29-09-2023,PG,-0.054944,-0.054944
18163,31-10-2023,PG,0.035038,0.028589
18163,30-11-2023,PG,0.023262,0.023262
18163,29-12-2023,PG,-0.045466,-0.045466
18411,31-01-2014,SO,0.015507,0.003162
18411,28-02-2014,SO,0.026916,0.026916
